不	bu4<br><b>CHARACTER </b>no<br><b>MEANING </b>No, not; un-; negative prefix<br><b>COMPONENTS </b>不-no sign<br><b>MENMONIC </b>[bu-] Bugs Bunny is in the [4] bathroom of the [-_] house, putting up a 不 no sign 🚫. It reads: 不 NO HUNTING OF RABBITS ALLOWED! Then he soaks in the bathtub, feeling peace because there is 不 no danger around him.<br><b>FOUND IN </b>不大-bùdà-not very, 不对-bùduì-wrong, 不客气-bùkèqì-you're welcome, 不用-bùyòng-need not, 对不起-duìbuqǐ-sorry<br><b>RANK </b>2<br><b>HSK </b>1
了	le5<br><b>CHARACTER </b>did<br><b>MEANING </b>Finish, particle of completed action<br><b>COMPONENTS </b>了-armless child<br><b>MENMONIC </b>[l-] Legolas is on the [5] roof of the [-e] electricity plant, where he finds a strange 了 armless child. The 了 armless child runs into him and scuffs his elvish boots. Legolas cannot believe it just 了 did that! So he kicks the 了 armless child off the roof, and it lands in a soft patch in the grass below. Some onlookers, and even Legolas himself, cannot believe he just 了 did such a heartless thing!<br><b>FOUND IN </b>除了-chúle-except, 完了-wánle-finished, 罢了-bàle-that's all, 算了-suànle-forget it, 吹了-chuīle-fall through<br><b>RANK </b>3<br><b>HSK </b>1
人	ren2<br><b>CHARACTER </b>person<br><b>MEANING </b>Man, people, mankind, someone else, rad. 9<br><b>COMPONENTS </b>人-person<br><b>MENMONIC </b>[r-] Robin Hood is [2] inside the sick hall of the [-(e)n] infirmary, disguised as a normal 人 person. He goes and pickpockets all of the rich doctors and gives their pocket change to the sick and poor who are inside. He is a good 人 person.<br><b>FOUND IN </b>别人-biérén-other people, 病人-bìngrén-patient, 工人-gōngrén-worker, 家人-jiārén-family members, 老人-lǎorén-old person<br><b>RANK </b>4<br><b>HSK </b>1
大	da4<br><b>CHARACTER </b>big<br><b>MEANING </b>Big, great, vast, large, high,<br><b>COMPONENTS </b>大-big<br><b>MENMONIC </b>[d-] Dracula is in the [4] bathroom of the [-a] auditorium looking at himself in a large full length mirror, checking his attire before he goes to find his next victim among the audience. To his surprise, he finds that the middle of his tuxedo has a 大 big blotch of blood, from his last victim.<br><b>FOUND IN </b>不大-bùdà-not very, 大家-dàjiā-everyone, 大门-dàmén-main entrance, 大人-dàrén-adult, 大声-dàshēng-loud voice<br><b>RANK </b>5<br><b>HSK </b>1
出	chu1<br><b>CHARACTER </b>exit<br><b>MEANING </b>Go out, send out, stand, produce<br><b>COMPONENTS </b>山-mountain<br><b>MENMONIC </b>[chu-] Chucky is in [1] front of the [-_] house, which has two large 山 mountains in front, serving as its 出 exit. Chucky waits between the two 山 mountains, waiting for people to 出 exit the house and walk between them, where he plans to pounce on them and kill them.<br><b>FOUND IN </b>出来-chūlai-come out, 出去-chūqu-go out, 出门-chūmén-go out, 出生-chūshēng-born, 出现-chūxiàn-appear<br><b>RANK </b>6<br><b>HSK </b>1
也	ye3<br><b>CHARACTER </b>also<br><b>MEANING </b>Also, classical final particle of strong affirmation or identity<br><b>COMPONENTS </b>也-alligator<br><b>MENMONIC </b>[y-] Yoshi is in the [3] basement of the [-e] electricity plant, which has been infested with 也 alligators who are gnawing away at the electricity equipment and wires stored below. None of them attack Yoshi for one simple reason: because Yoshi is 也 also an 也 alligator.<br><b>FOUND IN </b>也许-yěxǔ-perhaps, 也好-yěhǎo-also good<br><b>RANK </b>7<br><b>HSK </b>1
子	zi3<br><b>CHARACTER </b>child<br><b>MEANING </b>Offspring, child, fruit, seed of, 1st terrestrial branch<br><b>COMPONENTS </b>子-child<br><b>MENMONIC </b>[z-] Zelda is in the [3] basement of the [-_] house. She's been trapped there since she was a 子 child. Every couple of days she cries out at the top of her lungs for Ganon to let her out, because she is not a 子 child anymore and her entire life is wasting away.<br><b>FOUND IN </b>包子-bāozi-steamed stuffed bun, 杯子-bēizi-cup, 本子-běnzi-notebook, 儿子-érzi-son, 房子-fángzi-house<br><b>RANK </b>8<br><b>HSK </b>1
用	yong4<br><b>CHARACTER </b>utilize<br><b>MEANING </b>Use, employ, apply, operate, use<br><b>COMPONENTS </b>用-rack<br><b>MENMONIC </b>[y-] Yoshi is in the [4] bathroom of the [-ong] temple where he 用 utilizes a 用 rack next to the hot spring to hold his stuff. Except he doesn't wear clothes, or really ever keep anything on him. So he just puts a green spotted egg on it to 用 utilize it before going into the hot spring.<br><b>FOUND IN </b>不用-bùyòng-need not, 有用-yǒuyòng-useful, 使用-shǐyòng-use, 信用卡-xìnyòngkǎ-credit card, 作用-zuòyòng-effect<br><b>RANK </b>9<br><b>HSK </b>1
行	xing2<br><b>CHARACTER </b>OK<br><b>MEANING </b>Go, walk, move, travel, circulate<br><b>COMPONENTS </b>行-sandals<br><b>MENMONIC </b>[xi-] Xena is [2] inside the [-(e)ng] English Manor, where she helps create 行 sandals for the English lord, cutting down blocks of wood into sandal form, strap included. The lord tries one on and says they are 行 OK. Xena's 行 OK 行 Sandals - maybe that should be her brand name.<br><b>FOUND IN </b>不行-bùxíng-can't do, 行人-xíngrén-pedestrian, 送行-sòngxíng-send off<br><b>RANK </b>10<br><b>HSK </b>1
日	ri4<br><b>CHARACTER </b>day<br><b>MEANING </b>Sun, day, daytime, japan, rad. 72<br><b>COMPONENTS </b>日-sun<br><b>MENMONIC </b>[r-] Robin Hood is camping in the [4] bathroom of the [-_] house, shooting arrows at the 日 sun through the open window, which of course never reach. He wants to steal the 日 day from the 日 sun and let night owls have their reign, perhaps.<br><b>FOUND IN </b>日期-rìqī-date, 生日-shēngrì-birthday, 日日-rìrì-daily, 昨日-zuórì-yesterday, 节日-jiérì-festival day<br><b>RANK </b>11<br><b>HSK </b>1
